Include,SESSION_ID,ResponseId,Consent,Q1,Q2,Q3,Q4,Strategy_open,Strategy_mc,IndependentWriting_mc,StoryGen_freq_mc,StoryGen_type_mc
1,66e024d5e363ae33b2e39901,R_8XS6nyWsLXkXKFz,"Yes, I would like to participate","Once upon a time there was an elderly woman who lived on a canal barge. People did not know her well, as she kept to herself. Every morning she would start the diesel engine to generate electricity and heat her boat. The people on the farm where she stayed got used to hearing the chugging noise of the engine in the morning and would turn to each other and say ""that must be Martha again."" Martha had grey hair and wore practical canvas trousers with a bright wool cardigan she had made herself. She wore glasses and people would see her up on deck with a mug of hot coffee at lunchtime. No one knew Martha's story, only that she had arrived at the farm mooring, paid her rent for a year and had stayed every year for at least 10 years. One winter's day, Martha woke up to find water leaking into her boat. She immediately started the engine to get the bilge pump started but realised that she had forgotten to get petrol the last time she took a trip to town. ","Jonny was a quiet child. Mostly he liked to play with lego in front of the fire. He did not like doing the homework tasks sent home by his school. He found them confusing and difficult and dull. Jonny's parents decided that he should try to do his homework as soon as he got home from school and there would be no lego until he'd finished. Jonny hated this idea. ""I'm tired when I get home. Why can't I play lego and then do my homework?""  ""Because you need to learn your times tables. It's important""  Johnny found it really difficult to adjust to this new routine, dragging his feet on the way home and sometimes getting so annoyed he would stamp his feet and cry. Then he became reluctant to go to school at all and his parents started to become afraid to send him in, knowing there would be a battle over homework. One day after school, Jonny's parents found a letter from school in his schoolbag asking for a meeting.","Lisa was learning to be an organist. She already played the piano but was working hard to comply with the requirements to pass her exams. She enjoyed playing the organ, especially in a very large venue where she could play a very well known piece from Star Wars ""The Empire Strikes Back""",Emma had to make a payment for her electricity so she put her coat on and headed to the post office. It was so foggy she could barely see through the gloom. On the way to the post office she saw some pigeons sitting together looking cold and miserable and she wondered what it was like to exist ,I first looked at the words and tried to think about a scenario that would fit the words. Then I picked a character to fit the scenario to. I did realise half way through that I had not met the requirement of sticking to 5 sentences. I'm sorry about that. ,"I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I tried to come up with a novel character.,Brainstormed about novel ways to combine the required words.",I wrote the stories completely on my own.,Once or twice a year.,"I enjoy telling engaging stories about daily life to others.,I like to journal about my thoughts / reflections on daily life."
0,66e026614d8b948e3ae29205,R_2w7dPn1UdhDtQFs,"Yes, I would like to participate","I was always interested for petrol, diesel are produced and recently my granddad showed me a TV show where you can see that and how this liquid gold is pumped.",I love writing letters to my grandparents it ti my favorite thing to do specially send the pictures of my self and I also love to stick stamps with little cute animals.,I don't know much about the Roman empire but it is one of the most fascinating things to learn about the organs and the rules of complying ,It is Gloom when you try exist without payment ,Just made up stories in my head relating to the words given.,"I tried to think of a concept or theme totally unrelated to the required words.,I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.",I wrote the stories completely on my own.,One or more times a week.,"I enjoy telling engaging stories about daily life to others.,I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e024f7c09978143bf89cf8,R_2So8IZ3DwEtmV0v,"Yes, I would like to participate","Samara sighed with annoyance. 'Water pumps given up again!' she muttered, cursing as she pulled the plastic container out of the way. Giving the lever a few good pulls for good measure, she left cursing, she was now going to have to make her way to town with what little petrol was left in the car. They didn't have the pennies for any of this and Alex would be back late, he was busy trying to sell the diesel they stole off the neighbouring farm last night. Theft was just the norm now, ever since the storms hit it was everyone for themselves. She did feel a twinge of guilt though, Bertie was old now and in no fit state to chase after thieves. Hence why they went there. They did pay him back in other ways, only last week, they shared a few spoonfuls of corn soup, nevermind it was because they couldn't stand another mouthful.",Jaycee finished writing with a flourish. Finished! Finally her book on hi-vis jackets and when to where them is complete. She quickly grabbed her 'complete' stamp and satisfyingly stamped it in her diary. She quickly thought about the e-mail she had to send about quitting work now that she was going to be a highly paid author but decided to complete it later. She needed to chase up that letter she should have received from the police about her speeding ticket first.,"'Good morning Emma! Are you here to donate your kidney today? You're so very kind! Organ donation is such a generous thing to do.' 'Yes, Rhi promised me some new books on the Empire of Glass if I went for it! So here I am ready to comply. I'll do anything for a good book!' Emma beamed in excitement.","Alex smiled in satisfaction. Another payment he could tick off his spreadsheet. His bathroom was coming along nicely and he could finally exist in his house in comfort. The neighbours were getting pretty upset with him using the garden as a toilet, and they were right, it is a bit gloom and doom when it's pouring rain and thundering. Still it was a tiny bit satisfying getting back to nature and all that.","I found the time pressure quite challenging, otherwise really enjoyed it. I just wrote what came into my head for that reason.  I also lost the plot on the first question and I think I wrote too much so tried to control the remaining answers.  ",None of these. (Please use the textbox above to describe what you did.),I wrote the stories completely on my own.,Once or twice a year.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e0237c2e81fa997c37126a,R_8K7NzHgqM00gKVF,"Yes, I would like to participate","Laurel and Dan were driving through a town in their new diesel car. It was a nice town, where people were extremely welcoming and happy. They stopped at the local inn and found themselves in the company of some lovely ladies. They were offered free drinks and they found a nice hot meal to warm their bodies. Ahh, but it was time to go since they couldn't be there forever. Little did they know that they were stuck there. the locals needed gas to prepare their meal, so they used a pump to suck all the petrol out of their car. Luckly, they had some horses they could exchange for the car, if they could tame them. ","The dogs were pulling the sleigh hard. It was already very late and she had to be on time at the post office to send the letter, otherwise she could miss the deadline. She received an award for her book about life in Alaska, and she had to be there for the ceremony. The stamp was getting wet because the dogs went straight through a big pile of snow. She led them through there, as she was so excited to get on time that she completely forgot about the storm that happened last night. Aw, just saw I should have written about something else.  I'm confused of all the letters my mothers has collected over the years. They are from a royal family member. It's weird, as most people send letters, not collect them, or collect stamps. I remember seeing a hug","the surgery was difficult and long. The patient's organ had failed at the last minute. It was a heart failure, and the surgeon is not positive she did her best, although every step in the operation was strictly followed and she had to comply with the patient's needs. In this day and age, we don't expect to fail during surgery, an entire empire of lawyers is waiting outside of the operating room to hear of your failure. still, there is hope she could explain all to the family and the other doctors support her decision. ","I am ready to make the payment for my coffee. I love how the smell of coffee helps me get over the feelings of gloom I had recently. The darkness tells me I should not exist, but coffee makes it all better. It's the rush I get through my brain and body that makes me feel myself. ","I though of a situation where those words are related. It was harder for the letter, send and stamp, as it shouldn't have been about sending a letter. ",I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I wrote the stories completely on my own.,One or more times a month.,I like to journal about my thoughts / reflections on daily life.
1,66e024b417828966fe3057ac,R_2rra18JsIdbb7pI,"Yes, I would like to participate","Daisy was worried about the water pump on her 90s era diesel pickup truck. ""Don't worry so much,"" her husband told her, ""if anything was wrong we'd know by now!"" The truck immediately started to splutter and cough with a an ominous rattle. ""I don't know what's wrong I filled it up all the way with petrol!"" Her husband just stared.","""Just send it bro!"" Jesse's friends were shouting to him at the bottom of the waterfall; as they continued to stamp their feet, he looked at the sign that exclaimed just metres from him, ""No diving!"" As a lad who never clung to the letter of the law he jumped; only noticing the green of the algae shining on the rocks below as he reached them.","""Enter now Phantom! Come on now, stage left!"" Mr Countgrieves bellowed like a desperate Caesar would demand the legionaries of his empire submit and comply to his authority. As he sat at the towering pipe organ he sighed. Elias, who was meant to be playing ""The Phantom"" was on a smoke break.","Under the gloom of this overgrown rainforest there was a world one would never imagine to exist. Banks carved from caverns filled with fairies queuing to take out loans. A doctor's office in the hollow of an elm tree, specifically for the health problems of orphaned munchkins. Atop this same tree, way up in the canopy, was the factory run by the local snarks -- who controlled the printing of all currency used to make any payment you could think of -- only from youngest elm leaves.","I tried my best to use alternate or unconventional meanings/uses for the words provided, to create unusual scenes -- or at least completely different to the scenes described as not to be used. It was a bit difficult to do under the time constraints, but definitely an interesting excercise in creative writing.","I tried to think of a concept or theme totally unrelated to the required words.,I aimed to put each required word in a new sentence.,Thought about metaphorical or abstract meanings for the words.",I wrote the stories completely on my own.,Almost never.,Other.
1,66e024f30a1149ef3f0d08e6,R_2sKl3oqSfQrqNI5,"Yes, I would like to participate","In the mysterious post-apocalyptic land of ""Mechanica"" there was a severe shortage of petrol. The robots were starting to squeak at the hinges, and the leaders of Mechanica were starting to panic. They heard through the digital grapevine that there may be a way to drill and pump for a new type of digital diesel called ""Digisel"". However, their usual digital hacker (a robot named Bill) was pretty much keeling over thanks to the petrol shortage, and the codes to access the mystery digital product were looking to be inaccessible. ","Once upon a time there was a retired postman called Edward. Over the years he had become obsessive with collecting stamps. One day he was at a retired postperson convention and he met other stamp collecting enthusiasts. He made a good friend in retired postwoman Sarah, and she showed him a brilliant stamp which seemed to have a moving face (of an ostrich) thanks to the silver holographic effect. They decided to stay in touch by letter to discuss their stamp collections and trade their weird and wonderful stamps. At Christmas Sarah decided to send Edward a letter with a special gift; she had sourced one of the rare ostrich stamps for him. Edward was delighted and decided to frame it. ","There once was a very strange land called Augmentia. It was an empire that had been created by dictators and was an island based off of the coast of Argentina. Word travelled fast that the dictators - namely Putinito - had begun an organ trafficking trade. The people of Augmentia, unbeknownst to them, had been born on the island and brainwashed into the ways of the land. When a citizen of Augmentia reached the age of 20, they were enlisted into a type of military boot camp where they had to comply with strict instructions and a gruelling regime of work, exercise, and weapons training. Those who did not comply with instructions, or tried to rebel against the bootcamps leaders, were never seen again by their families. It has been an enduring mystery where the rebels ended up, and Putinito had a mysterious ob","Wendy was extremely distressed. She had returned home from work to a pile of letters, and she looked with some dismay at the first letter with a red banding. Gloom descended across her face when she realised that she owed a payment to a holiday company; she had forgotten to pay her deposit. Wendy wondered why debt collection companies had to exist, so she decided to pack up her belongings and instead went backpacking. ","I first decided on a character name, and mainly tried to stick to mysterious or unusual themes. I found the last story hardest to make a creative story with the words gloom, payment etc. I found the first stories easier to be creative. ","I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I aimed to put each required word in a new sentence.,I tried to think of a unique conflict or problem the character had to solve.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,Once or twice a year.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e026a75484e53e8b15d9ab,R_8IgTefujpZYzrxD,"Yes, I would like to participate","Blazing past the obeying traffic, the getaway vehicle reached a peak speed of 80 mph on this enthralling police chase. Contrary to belief, this getaway vehicle was running low on gas. In a swift drift, the driver was able to get to the nearest petrol station. As he quickly got out to get the diesel pump, his clumsy friend accidently dropped his cigarette butt causing a mass fire, effectively ending the lives of these criminals on the spot.","The newest member of the stamp club blitzed through the school corridor in an attempt to make a punctual start to his time at the club. In the event of this rush, he dropped his most valuable stamp as it slipped out of his book beyond the boy's knowledge. 2 hours later, he made his way back to same route he took, only to find that somebody else had already used his stamp to send off a letter. ","During this revolutionary World War battle between England and Russia, the Russians used their advanced artillery to their advantage. The English were outworn as the Russian empire continued to overload the English territory. This was emphasised when Captain John Rogers of England was struck by a grenade which graphically exposed some of his body organs. As he breathed his final breath, Sir John Rogers passed on a message to his soldiers; ""Never give in, for the future of England is in our hands."" His soldiers made sure to comply with this message.","The single mother rushed home as awaited the news of the latest lottery draw. Her ticket was kindly given to her by her son, Phil. Watching in excitement, she was on the edge of her seat as each number matched the draw thinking about all the payments she could make. In ecstacity, she leapt out of her seat as she discovered she won the jackpot! However, she soon learns that her son Phil was pranking her, plummeting her joy to an all-time low, all she felt was gloom as she wished her son ceased to exist.","I primarily came up with a theme, as the instructions didn't allow me to write the easiest kinds of stories. It took me a while to start writing up initially but it became easier as time went on.","I tried to think of a unique conflict or problem the character had to solve.,Brainstormed about novel ways to combine the required words.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,Almost never.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e0237476a3af51a7fe6206,R_8d77LowRrq3xFfJ,"Yes, I would like to participate","I was at a climate change convention and the person speaking at the time was discussing the use of petrol and diesel and their negative effects on our climate. I found their points very interesting and decided to try and reduce my use of them in the future. Another speaker was also talking about using a heat pump instead of traditional gas boilers, this also sounded very interesting and could be used to reduce my carbon footprint further. Once I made it home, I called my energy provider to enquire about replacing my gas boiler with a heat pump and I also put my petrol car up for sale, then purchased an electric car instead.","When I used to work at the old newspaper printing press factory, we used to have to manually insert the letter stamp tiles into the device to print the text onto the newspapers. This was a very time-consuming process, however once the job was completed, I felt a sense of pride that we managed to get the newspapers ready on time. Once they were bundled up, we would have to pack them onto shipping pallets ready to send to the stores to sell.","Under the rule of the galactic empire, the population were forced to comply with their rules, this included having to supply an organ when requested for implant into one of the royal family. Some people try to hide from them, however, at birth, they are implanted with tracking chips, so they need to have these illegally removed to stop themselves being found.","Once upon a time, an ancient king required his subjects to make payment on their 18th birthday, so that they could exist within his kingdom. If payment was not made, they would be executed in front of the entire town. This brought on a lot of feelings of gloom between his subjects, as many people could not afford to make the payment. ",I just made it up as it popped into my head. I spent a little bit of time at the start of each story trying to think of a theme to connect the words together.,"I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I tried to think of a unique conflict or problem the character had to solve.,Thought about metaphorical or abstract meanings for the words.",I wrote the stories completely on my own.,Almost never.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e022bd3dce085de80e00b9,R_2VPJFAhkG6jzuXy,"Yes, I would like to participate","And then she woke up from the dream, or some would call it a nightmare. She was at a Just Stop Oil protest, dressed as a petrol pump, spewing diesel on those who did not believe that we were having an ecological crisis. After her victims were thoroughly soaked she lit them on fire, their screams adding a sparkle to her eyes. ","The Hudson's little boy loved the postman arriving. While he never needed to send any letters, he did love receiving his parent's ones. As soon as a letter arrived, he thanked the postman and peeled off the stamp, sticking it into his notebook, where he got to practice writing envelopes. ","Mary loved playing the organ in church. Sitting so high up, she felt like she was the ruler of a Christian empire. She got to command the mood of the ceremony, allowing it to have its peaks and troughs. Ultimately, she knew that the churchgoers would comply with each single note that she played. ","The clouds are filled with gloom today, Mr Bellaby thought. It's strange for it so be so overcast; it's the most miserable July to ever exist. He hoped that it would brighten up soon, he thought as he walked down the street. He bought his paper as normal, issued payment to the clerk, and went on his way. ","I focused on creating a storyline first (but had to be quite basic with it as a plot can only go so far in 5 sentences). Then I thought about how I would add in the words, and then created a character. ",I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I wrote the stories completely on my own.,One or more times a week.,"Story writing/telling is part of my job or study.,I like to imagine / daydream about different story lines, exploring what if scenarios.,I like to journal about my thoughts / reflections on daily life."
1,66e023edfb9d30f50274b146,R_8IgyrHkEhSlOgd5,"Yes, I would like to participate","Brian was a down on his luck kids football coach, he had to take training the following morning but last week all the kids complained because most of the footballs he had in his bag were flat, but he didn't have a pump to inflate them. He quickly jumped in his car to go to buy a pump, but broke down shortly after setting off because he'd put diesel in his car instead of petrol. He had to call a breakdown serive to come and pick him and his car up.","Josie was a quiet girl who lived in a small village and had a hobby as a stamp collector. Her dad worked in the local post office so she had access to lots of stamps and loved seeing all the different types on the letters that came though the post office, although she would never use any of her stamp collection on normal letters herself, they were too special to her. When letters would be returned to the post office when a letter couldn't be posted, her father would send the old stamps her way.","In the British empire, Christianity was an important way in which colonialism spread. The symbol of huge cathedrals and churches with a large organ inside pumping out hymns was very powerful. Many people faced a choice, comply or die. ",It wasn't all doom and gloom. Matt found many ways to exist without falling in despair. One small payment to a bartender in exhchange for a pint of ale was one such way.,It was hard to come up with an uncommon thread so i tried to focus on one or two of the words and shoehorn the other in at some point later. I found it easier to create a character as well,"I tried to think of a concept or theme totally unrelated to the required words.,I tried to come up with a novel character.,I aimed to put each required word in a new sentence.,I tried to think of a unique conflict or problem the character had to solve.,Thought about metaphorical or abstract meanings for the words.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,Every few months.,"I enjoy telling engaging stories about daily life to others.,I like to imagine / daydream about different story lines, exploring what if scenarios.,I like to journal about my thoughts / reflections on daily life."
1,66e026baf356c5650e5d722d,R_27E8zaS1IXk1NPZ,"Yes, I would like to participate","At the fuel station, the two pumps were arguing. ""Clearly, I'm the best pump"", said petrol. ""All my vehicles are super fast and even the little diddy cars choose me"".  Diesel disagreed, ""Are you still harking on about performance cars? Don't you know anything about global warming? My vehicles can go for much longer without needing to fill up. Sure, I don't get to see them as much as I'd like, but I know I'm doing my bit.""  While the two pumps argued over who was better for the environment, the fast charge station looked on in amusement. ""They should be arguing over who's going to be obsolete first!"" she thought to herself.","As he sent the email, the screen went blank and Jon knew something was wrong.  Since receiving that letter from an anonymous sender, things had gone from bad to worse. The letter said the sender had incriminating evidence on Jon, and unless he did exactly what they asked, it would be publicly shared. He didn't know what dirt they had on him, but he could guess. A self-confessed miser, Jon never affixed a stamp to any of his letters, instead making the recipient pay for the privilege of receiving his communications. ","At the heart of the new empire, compliance was mandatory. You really had no choice if you wanted to live in the upper echelons of society. Every organ in your body was genetically modified to allow you to breathe the air, which became more polluted each year. Alongside these helpful modifications were some more sinister tweaks that allowed the administration to shut them down should you fail to fall in line and comply.  The poor souls in the down world struggled to survive every day, but at least they knew freedom.","As they looked out of the small wooden window in their apartment, Jess and Nat were lamenting their current situation. As students with no jobs, they had little money and the payment for this month's rent was nearly due. The rainy day outside seemed to exist only to exacerbate those negative feelings and make it increasingly hard to pull oneself out of perpetual gloom.  Jess stood up suddenly, turning to Nat she smiled. ""I have an idea!!"" she said. ","I looked at the words in turn to see if any of them painted a mental image for me. Anything that inspired a thought or memory of a movie, story, or recollection of real-life events. For example, Empire immediately made me think of the empire strikes back, so having an evil controlling government or empire is a good starting point.  In some instances, there are few signposts to something familiar, so you can be truly creative, but this can be difficult in a short story, so children's style writing can help, such as the playful characters in the Pumps story.",None of these. (Please use the textbox above to describe what you did.),I wrote the stories completely on my own.,One or more times a month.,I come up with (bedtime) stories for children.
1,66e02291be6bbb6b562a053d,R_8dVYGXDIccl6jkg,"Yes, I would like to participate","It was a sunny day and little Mia's favourite place to play was next to the old pink water pump hidden in the wildflowers at her grandma's house. At only 6 years old, she didn't quite know what it was but had painted, decorated and pretended it was magic for as long as she could remember. Her grandma would tell her of the days when the big petrol and diesel trucks would come rolling through the town but Mia wasn't interested in the history, only in the fantasy worlds she could create in her beautiful hideout. ","Stamp, stamp, stamp. All day Lucy would sit at her little bank desk stamping approvals on loans, mortgages and other banking products. At the end of each day, she would take the letters over to Michael to send to clients. Michael was Lucy's crush and had been since she started at the company 6 years ago. Today however, was different, today she would tell him how she felt. ","As the organ played its first notes, Becky stood in front of the grand doors, her empire-waist wedding dress shimmering in the sunlight. The dress had been passed down for generations and here she was about to comply with her long standing family traditions. On the other side of the door stood all her family and friends, waiting for her to marry the love of her life. ","Princess Ella sat by her window, watching the gloom of the forest fade as the sun rose over the castle grounds. Her loyal horse, Starlight, waited patiently for her, eager for their morning ride. Ella had dreamed of riding beyond her kingdom, where legends spoke of a hidden realm that didn't yet exist on any map. The only payment required to enter was a heart full of courage and a will to succeed, two things Ella had by the bucketful.","I think quite quickly the words formed colours in my mind and I wanted stories that fit with the opposite of those colours, e.g. petrol was brown so I went pink, empire was grey so I chose white. Once I had a colour it was quite easy to come up with connections - with the white it was an empire wedding dress. I like flowers and pretty things so I didn't want them to be dark stories. ","Thought about metaphorical or abstract meanings for the words.,I thought of a story and then worked the words into it.",I wrote the stories completely on my own.,One or more times a month.,"I like to imagine / daydream about different story lines, exploring what if scenarios."
1,66e0255a98a9c0586a6f06c6,R_8LtUJwc0nMwsLzG,"Yes, I would like to participate","Marc was, as his friends would describe him, a 'petrol head': he loved cars, motorbikes, trucks, pretty much anything that looked good and could hit high speeds. When Marc graduated university, he moved to a small town and adopted a dog, named Diesel, to keep him company. Marc and Diesel would drive around the town in Marc's Ford Mustang, listening to rock music, with the windows down. Let's pump up the volume! Marc shouted to Diesel as they drove away into the sunset.","Emma wanted to send a message to the public about climate change. She felt that people were not taking the subject seriously, and she wanted to do something about it, drawing as much attention as possible to the issue. Emma visited her local craft store, where she bought giant stamps for every letter of the alphabet, and colourful inks to suit. On her walk home, Emma stamped important and significant messages on the sides of buildings, in the middle of the streets, on public benches and bins, to spread the word about climate change.","Sean regularly visited his local music shop, as he loved to play the organ. He dreamed of owning his own one day, but he could not afford such a grand purchase, and did not have space in his apartment on the east side of town. He also chose not to comply with store rules, that musical instruments were not to be played, only to be purchased. Sean was frustrated with the music and retail empire, he wished for a day where music shops were open to all where people could gather and showcase their talents.","The current political climate left Rachel feeling a sense of gloom. She wondered what she had done to exist in a time where there was such divide in the world, a world filled with war, violence, and poverty. Rachel sought out a number of charities, where she learned that for a small payment she could contribute to efforts tackling the issues she cared about in the world. Rachel felt less gloomy, as she read the inspirational stories of the charities, and her outlook on the world was brighter.","It was difficult. I thought about what the words meant to me (aside from the obvious which we were told not to write about), and tried applying them to a familiar scenario. I used names of people I knew, and imagined how these people might feel in these scenarios. I was also influenced and took inspiration from media I have seen/read, like news articles, movies, TV shows.","I tried to think of a concept or theme totally unrelated to the required words.,I first came up with a story related to the required words and then adjusted the story iteratively to make it more creative.,I tried to come up with a novel character.,I tried to think of a unique conflict or problem the character had to solve.,Brainstormed about novel ways to combine the required words.,Thought about metaphorical or abstract meanings for the words.",I wrote the stories completely on my own.,One or more times a month.,I enjoy telling engaging stories about daily life to others.
